filename|commit_id|function_name|function_letter|function_startline|function_endline|function_complexity
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/model.py|nova-fffcaea176b785c9715a180f6a629708db16536c|json|M|315|316|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/model.py|nova-fffcaea176b785c9715a180f6a629708db16536c|legacy|M|318|432|18
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|NoopDNSDriver|C|21|49|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|24|25|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_domains|M|27|28|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_entry|M|30|31|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_entry|M|33|34|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|modify_address|M|36|37|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_entries_by_address|M|39|40|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_entries_by_name|M|42|43|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_domain|M|45|46|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/noop_dns_driver.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_domain|M|48|49|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_ipam_lib|F|26|27|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|QuantumNovaIPAMLib|C|30|100|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|36|41|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_subnets_by_net_id|M|43|69|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_routes_by_ip_block|M|71|73|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_v4_ips_by_interface|M|75|83|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_v6_ips_by_interface|M|85|97|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/nova_ipam_lib.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ips_by_fixed_address|M|99|100|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_auth_token|F|28|43|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_client|F|46|58|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/__init__.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_client|F|61|66|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_ensure_requested_network_ordering|F|787|790|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|API|C|75|784|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|setup_networks_on_host|M|80|82|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_available_networks|M|84|110|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|allocate_for_instance|M|112|215|20
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|deallocate_for_instance|M|217|231|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_instance_nw_info|M|233|238|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_instance_nw_info|M|240|244|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|add_fixed_ip_to_instance|M|246|277|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|remove_fixed_ip_from_instance|M|279|305|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|validate_networks|M|307|338|12
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_instance_uuids_by_ip|M|340|350|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_instance_uuids_by_ip_filter|M|352|364|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_instance_add_security_group_refresh|M|366|371|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_instance_remove_security_group_refresh|M|373|378|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_members_refresh|M|380|388|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_port_id_by_fixed_address|M|390|405|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|associate_floating_ip|M|407|423|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_all|M|425|427|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get|M|429|431|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete|M|433|434|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|disassociate|M|436|437|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_fixed_ip|M|439|440|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_fixed_ip_by_address|M|442|450|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_setup_net_dict|M|452|456|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_setup_port_dict|M|458|462|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_setup_pools_dict|M|464|466|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_setup_ports_dict|M|468|471|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ip|M|473|479|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_floating_ip_pools|M|481|486|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ip_pools|M|488|491|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_format_floating_ip_model|M|493|510|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ip_by_address|M|512|518|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ips_by_project|M|520|527|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ips_by_fixed_address|M|529|530|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_instance_id_by_floating_address|M|532|539|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_vifs_by_instance|M|541|542|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_vif_by_mac_address|M|544|545|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_floating_ip_pool_id_by_name_or_id|M|547|563|4
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|allocate_floating_ip|M|565|576|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_floating_ip_by_address|M|578|586|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|release_floating_ip|M|588|605|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|disassociate_floating_ip|M|607|618|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|migrate_instance_start|M|620|624|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|migrate_instance_finish|M|626|630|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|add_network_to_project|M|632|634|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_build_network_info_model|M|636|702|14
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_get_subnets_from_port|M|704|745|8
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_dns_domains|M|747|752|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|add_dns_entry|M|754|756|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|modify_dns_entry|M|758|760|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_dns_entry|M|762|764|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_dns_domain|M|766|768|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_dns_entries_by_address|M|770|772|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_dns_entries_by_name|M|774|776|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_private_dns_domain|M|778|780|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/quantumv2/api.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_public_dns_domain|M|782|784|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|NetworkAPI|C|40|341|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|66|70|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_all_networks|M|72|73|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_network|M|75|77|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_networks|M|82|83|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_network|M|85|87|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|disassociate_network|M|89|91|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_fixed_ip|M|93|94|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_fixed_ip_by_address|M|96|98|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ip|M|100|101|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ip_pools|M|103|105|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ip_by_address|M|107|109|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ips_by_project|M|111|112|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_floating_ips_by_fixed_address|M|114|117|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_instance_id_by_floating_address|M|119|122|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_backdoor_port|M|124|127|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_vifs_by_instance|M|129|133|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_vif_by_mac_address|M|135|137|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|allocate_floating_ip|M|139|141|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|deallocate_floating_ip|M|143|145|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|associate_floating_ip|M|147|151|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|disassociate_floating_ip|M|153|155|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|allocate_for_instance|M|157|168|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|deallocate_for_instance|M|170|177|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|add_fixed_ip_to_instance|M|179|181|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|remove_fixed_ip_from_instance|M|183|185|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|add_network_to_project|M|187|189|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|associate|M|191|194|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_instance_nw_info|M|196|200|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|validate_networks|M|202|204|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_instance_uuids_by_ip_filter|M|206|208|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_dns_domains|M|210|211|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|add_dns_entry|M|213|215|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|modify_dns_entry|M|217|219|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_dns_entry|M|221|223|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|delete_dns_domain|M|225|227|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_dns_entries_by_address|M|229|231|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_dns_entries_by_name|M|233|235|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_private_dns_domain|M|237|239|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|create_public_dns_domain|M|241|243|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|setup_networks_on_host|M|245|248|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|set_network_host|M|250|253|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|rpc_setup_network_on_host|M|255|259|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_rpc_allocate_fixed_ip|M|265|270|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|deallocate_fixed_ip|M|272|275|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|update_dns|M|277|279|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_associate_floating_ip|M|285|291|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_disassociate_floating_ip|M|297|303|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|lease_fixed_ip|M|305|307|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|release_fixed_ip|M|309|311|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|migrate_instance_start|M|313|326|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/rpcapi.py|nova-fffcaea176b785c9715a180f6a629708db16536c|migrate_instance_finish|M|328|341|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|SecurityGroupHandlerBase|C|36|96|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|38|39|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_create_refresh|M|41|47|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_destroy_refresh|M|49|55|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_rule_create_refresh|M|57|63|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_rule_destroy_refresh|M|65|71|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_instance_add_security_group_refresh|M|73|80|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_instance_remove_security_group_refresh|M|82|89|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_members_refresh|M|91|96|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|NullSecurityGroupHandler|C|99|159|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|101|102|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_create_refresh|M|104|110|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_destroy_refresh|M|112|118|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_rule_create_refresh|M|120|126|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_rule_destroy_refresh|M|128|134|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_instance_add_security_group_refresh|M|136|143|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_instance_remove_security_group_refresh|M|145|152|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/network/sg.py|nova-fffcaea176b785c9715a180f6a629708db16536c|trigger_security_group_members_refresh|M|154|159|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|send_api_fault|F|58|69|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|send_update|F|72|112|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|send_update_with_states|F|115|152|9
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|_send_instance_update_notification|F|155|189|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|audit_period_bounds|F|192|208|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|bandwidth_usage|F|211|251|11
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|image_meta|F|254|263|3
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/notifications.py|nova-fffcaea176b785c9715a180f6a629708db16536c|info_from_instance|F|266|357|5
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_wsgi_server|F|70|74|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|S3Application|C|77|99|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|86|99|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|BaseRequestHandler|C|102|206|2
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__init__|M|135|136|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|__call__|M|138|147|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|get_argument|M|149|150|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|set_header|M|152|153|1
nova-fffcaea176b785c9715a180f6a629708db16536c/nova/objectstore/s3server.py|nova-fffcaea176b785c9715a180f6a629708db16536c|set_status|M|155|156|1
